applicant_id,name,mobile,state,district,occupation,years_in_occupation,applicant_type,monthly_income_estimate,income_seasonality,upi_transactions_per_month,upi_avg_ticket_size,upi_merchant_diversity,upi_consistency_score,upi_inflow_outflow_ratio,utility_electric_on_time_pct,utility_water_streak_months,utility_mobile_recharge_amt,bank_avg_monthly_balance,bank_income_credit_regularity,bank_zero_balance_months_past_12,mgnrega_days_worked,mgnrega_wage_regularity,mobile_sim_age_months,mobile_sim_changes_2yr,mobile_data_usage_trend,trade_regular_suppliers,trade_regular_customers,trade_monthly_purchase_value,trade_tenure_years,asset_ownership_status,asset_years_at_address,asset_vehicle,social_shg_member,social_shg_tenure_years,social_mfi_repaid_count,repayment_probability
f660245a,Max Gopal,6877131504,Rajasthan,Madhyamgram,Food Stall Owner,7,Proprietorship,30233.08,Stable,37,2867.11,11,0.96,1.28,89.08,8,499,12351.59,0.92,1,0,0.86,26,0,0.6,3,61,16227.49,7,Own House,9,Goods Vehicle,1,1,1,1
e7d5f6df,Ekbal Sura,1194161858,Rajasthan,Raiganj,Farmer,4,Individual,35020.15,Stable,21,2421.39,6,0.53,0.85,87.57,8,199,13368.92,0.51,1,0,0.49,40,0,-0.03,6,76,23758.09,4,Own House,3,None,0,0,0,1
3e8af692,Abhiram Pillay,+912206921954,Uttar Pradesh,Bettiah,Transport Worker,3,Individual,44300.67,Stable,49,2318.84,14,0.95,1.23,92.17,9,699,10337.52,0.93,0,0,0.37,33,0,0.65,4,36,35105.58,3,Own House,2,None,1,2,1,1
4789bedb,Xalak Sharaf,+912106855857,Tamil Nadu,Panihati,Food Stall Owner,3,Proprietorship,35354.75,Stable,30,1609.43,9,0.92,1.42,85.75,8,199,13272.59,0.89,0,0,0.6,48,0,0.38,5,17,18583.07,3,Own House,6,Two-Wheeler,1,1,0,1
fa76fc6e,Kavya Varma,6364924422,West Bengal,Eluru,Daily Wage Worker,3,Partnership,30807.36,Irregular,55,737.64,16,0.51,1.41,86.19,8,299,3886.84,0.46,0,100,0.34,24,0,0.26,7,42,22577.64,3,Family,9,Two-Wheeler,0,0,3,1
92829f17,Aarnav Prakash,05266233459,Uttar Pradesh,Nizamabad,Small Trader,2,Partnership,16167.84,Irregular,9,516.48,2,0.3,1.04,99.43,9,699,57.96,0.24,6,100,0.49,27,2,0.76,2,20,10319.49,2,Rented,4,None,0,0,0,0
d5b1383b,Saksham Balan,3243683059,Rajasthan,Latur,Transport Worker,2,Partnership,42738.25,Stable,70,869.96,21,0.76,1.12,94.55,9,299,13697.2,0.68,1,30,0.63,23,0,-0.14,4,24,17684.43,2,Rented,7,None,0,0,1,1
c1acbb1c,Bachittar Chadha,08847988046,West Bengal,Bellary,Artisan,5,Partnership,34849.5,Stable,37,1902.88,11,1.0,1.41,88.76,8,199,2869.6,1.0,1,30,0.32,26,1,0.35,10,33,18197.47,5,Family,5,None,1,4,0,1
bfadb654,Nathan Tiwari,04777799413,Tamil Nadu,Faridabad,Food Stall Owner,5,Individual,16099.76,Stable,32,2765.16,9,0.98,0.99,99.14,9,199,13287.06,0.98,0,0,0.81,30,0,0.38,1,53,8808.08,5,Rented,11,Auto,1,2,0,1
506db018,Gaurav Kapur,09628773202,Rajasthan,Navi Mumbai,Farmer,7,Partnership,24888.93,Irregular,32,2297.56,9,0.76,1.16,100.0,10,299,4485.21,0.79,1,50,0.83,21,0,-0.19,19,86,13359.73,7,Own House,9,Two-Wheeler,1,4,0,1
42cbb14e,Manbir Sandal,03098394043,West Bengal,Asansol,Construction Worker,3,Individual,48039.38,Irregular,42,2085.85,12,0.54,0.8,65.75,6,499,13121.48,0.59,0,0,0.63,35,1,0.22,6,31,35928.91,3,Rented,6,Two-Wheeler,1,3,0,1
3ab47ca2,Dakshesh Behl,0383473135,Tamil Nadu,Korba,Domestic Worker,8,Proprietorship,15213.11,Stable,55,752.35,16,0.86,1.3,97.93,9,699,2581.04,0.82,0,50,0.82,22,0,0.2,7,58,7704.94,8,Own House,10,None,0,0,1,1
66c7bc57,Chavvi Pillay,+917618339090,Maharashtra,Gaya,Artisan,2,Individual,13075.13,Stable,12,286.97,3,0.58,1.04,58.79,5,499,2244.96,0.64,5,0,0.86,18,1,0.67,0,15,7100.53,2,Family,5,None,1,3,0,0
f52dbf01,Tripti Sandal,+919058288151,Rajasthan,Tadipatri,Construction Worker,1,Individual,20578.82,Stable,39,1622.13,11,0.61,1.24,83.01,8,299,4174.62,0.55,1,0,0.87,18,0,-0.12,1,9,11465.19,1,Rented,2,Two-Wheeler,1,3,2,1
afc12757,Leela Sule,+918959437990,Tamil Nadu,Mango,Domestic Worker,10,Individual,48073.16,Seasonal,57,988.93,17,0.97,1.35,94.92,9,499,8843.38,0.97,0,30,0.53,44,0,-0.04,11,136,37459.63,10,Rented,12,None,1,2,0,1
2c1c6f5e,Unni Ahuja,06435546762,Rajasthan,Sirsa,Farmer,4,Partnership,15411.78,Irregular,45,2683.46,13,1.0,1.02,92.49,9,299,10521.54,1.0,0,30,0.56,37,0,0.78,1,75,9125.23,4,Family,3,Two-Wheeler,1,4,1,1
f799a633,Harish Krish,+911189336775,Rajasthan,Bhusawal,Artisan,5,Proprietorship,26873.42,Stable,44,772.53,13,0.69,1.28,81.89,8,499,12323.57,0.76,0,0,0.33,44,0,0.47,3,43,14039.18,5,Own House,8,None,1,2,0,1
39fa1b7a,Bimala Dhar,+915208294381,Maharashtra,Jaipur,Construction Worker,3,Proprietorship,17307.51,Irregular,54,1829.56,16,0.89,1.29,93.56,9,499,9953.87,0.92,0,0,0.49,30,0,0.36,7,25,13439.34,3,Own House,5,Two-Wheeler,1,3,0,1
cbe3332d,Kamala Hora,5558346533,Maharashtra,Agra,Farmer,3,Partnership,22655.05,Seasonal,22,2154.92,6,0.89,0.98,95.52,9,299,11651.92,0.88,1,30,0.79,53,0,0.43,7,50,12949.49,3,Rented,4,Two-Wheeler,0,0,0,1
7b02f8b3,Krishna Banerjee,+918663855774,Uttar Pradesh,Visakhapatnam,Artisan,2,Proprietorship,38787.65,Stable,59,2861.83,17,0.77,0.96,100.0,10,299,3338.48,0.74,0,0,0.41,41,0,0.58,2,11,30550.75,2,Own House,11,None,0,0,1,1
8cee9d31,Gautami Ranganathan,+914928878658,Maharashtra,Farrukhabad,Transport Worker,4,Individual,15628.53,Stable,62,686.28,18,0.88,0.82,90.11,9,199,10704.93,0.78,1,0,0.46,54,1,0.51,2,22,7508.8,4,Family,4,None,1,1,1,1
69e1867b,Yahvi Shere,01916805836,Maharashtra,Yamunanagar,Small Trader,4,Partnership,25695.18,Stable,61,1794.1,18,0.96,1.12,69.87,6,199,2603.46,0.94,2,0,0.72,48,0,0.43,11,28,14694.94,4,Rented,1,Two-Wheeler,0,0,0,1
ee15f914,Warinder Raju,01882454091,West Bengal,Jhansi,Street Vendor,3,Proprietorship,22457.98,Irregular,53,1433.89,15,0.99,1.32,91.42,9,299,6398.59,1.0,0,0,0.6,44,0,0.54,2,55,9740.48,3,Family,9,None,0,0,1,1
fd38e2de,Fiyaz Radhakrishnan,4986373654,Uttar Pradesh,Mathura,Food Stall Owner,3,Individual,41107.38,Stable,46,1433.66,13,1.0,1.31,93.61,9,299,4302.01,1.0,0,0,0.68,33,0,0.3,1,45,32740.0,3,Own House,7,Auto,1,3,0,1
5508b437,Tamanna Bandi,+912647257679,Maharashtra,Belgaum,Construction Worker,5,Individual,49700.87,Stable,43,2317.1,12,0.56,0.86,98.74,9,199,12725.43,0.59,2,30,0.66,46,0,-0.18,10,49,33101.9,5,Rented,1,None,1,3,2,1
0ee3ab5b,Aahana Shanker,+917323892765,Tamil Nadu,Hajipur,Small Trader,5,Individual,38579.56,Irregular,42,2418.75,12,0.79,1.0,70.48,7,499,12151.12,0.81,0,50,0.76,50,2,0.45,12,98,22749.04,5,Rented,8,None,1,2,0,1
ae85d359,Ekanta Kapur,1384172506,Tamil Nadu,Pallavaram,Daily Wage Worker,5,Proprietorship,30622.41,Irregular,48,1876.73,14,0.41,0.84,100.0,10,199,4617.5,0.33,0,0,0.42,38,0,0.17,7,79,13635.93,5,Own House,5,Auto,1,1,1,1
b47e0bcc,Lipika More,+919090305576,Rajasthan,Coimbatore,Farmer,6,Partnership,32702.05,Seasonal,21,544.97,6,0.95,1.13,96.8,9,199,12134.03,0.95,0,0,0.83,29,1,0.26,10,66,19099.53,6,Family,13,None,0,0,0,1
74e4e829,Wahab Gola,1520150347,West Bengal,Dindigul,Farmer,4,Individual,16169.83,Stable,27,2280.55,8,0.84,0.9,84.66,8,199,7921.19,0.79,0,0,0.51,29,1,0.63,5,74,12470.26,4,Family,6,None,1,1,1,1
c26a1785,Rachita Modi,08640925649,West Bengal,Raurkela Industrial Township,Daily Wage Worker,3,Partnership,46289.64,Stable,37,2135.73,11,0.77,1.49,78.37,7,199,9614.17,0.82,1,0,0.4,35,0,0.68,3,22,18749.29,3,Family,8,Two-Wheeler,0,0,2,1
ee69dade,Lekha D’Alia,4452537182,West Bengal,Purnia,Construction Worker,6,Individual,15216.43,Stable,47,2526.71,14,0.75,1.17,90.25,9,699,4606.85,0.67,2,50,0.89,39,0,0.65,8,84,7469.81,6,Rented,13,None,0,0,0,1
020f63ff,Ojas Deo,+912014179626,West Bengal,Bally,Construction Worker,3,Partnership,48102.18,Stable,50,831.44,15,0.69,1.23,98.65,9,699,14070.3,0.72,1,50,0.88,32,0,0.69,2,52,29213.87,3,Family,1,Two-Wheeler,1,2,1,1
302330a1,Nisha Mani,0093866363,Uttar Pradesh,Ghaziabad,Tailor,9,Individual,33130.54,Stable,44,2295.17,13,0.78,1.24,100.0,10,199,4262.27,0.8,0,100,0.45,51,0,0.67,18,105,19717.97,9,Family,8,None,1,3,1,1
44705c04,Pahal Tailor,8957929332,West Bengal,Serampore,Small Trader,3,Individual,40604.67,Stable,57,1430.3,17,0.69,1.2,90.39,9,299,3537.16,0.61,0,30,0.54,48,1,-0.07,1,57,30528.24,3,Rented,3,Two-Wheeler,1,1,3,1
b04457f5,Aarush Kala,05758233070,Uttar Pradesh,Vasai-Virar,Construction Worker,3,Partnership,43810.63,Irregular,46,1011.15,13,0.95,1.42,81.4,8,199,9313.23,0.93,0,30,0.8,32,0,0.13,6,49,28996.51,3,Rented,2,Two-Wheeler,0,0,1,1
a6222133,Vedhika Dayal,+919432399358,Rajasthan,Karimnagar,Artisan,5,Partnership,36554.79,Irregular,50,2502.37,15,0.94,1.26,97.49,9,499,2799.0,0.88,2,100,0.43,41,1,0.18,0,71,19542.98,5,Rented,8,Goods Vehicle,1,1,1,1
5216141c,David Gopal,00161513923,Rajasthan,Ramgarh,Small Trader,4,Proprietorship,16974.05,Stable,40,2670.74,12,0.7,0.81,78.39,7,299,14873.81,0.68,0,100,0.37,21,0,0.03,4,65,10743.9,4,Own House,7,Two-Wheeler,1,4,1,1
20249708,Lajita Kar,6112388654,Rajasthan,Karimnagar,Small Trader,3,Proprietorship,41781.68,Seasonal,43,2753.44,12,0.92,1.24,86.36,8,299,13164.61,0.89,1,100,0.53,25,0,0.35,5,39,24140.11,3,Rented,8,Two-Wheeler,1,3,0,1
7a4b2120,Unni Nayar,+912800854602,Uttar Pradesh,Madurai,Farmer,6,Partnership,18229.42,Stable,29,2323.79,8,1.0,0.83,78.85,7,699,6220.27,0.96,0,30,0.8,38,0,0.68,16,39,8230.56,6,Family,10,None,0,0,0,1
6cb47970,Lajita Grover,05939004234,Tamil Nadu,Guna,Artisan,1,Partnership,38645.54,Seasonal,62,2665.09,18,0.8,1.04,92.77,9,499,7765.25,0.77,0,0,0.44,16,0,0.62,1,17,15467.46,1,Own House,1,Two-Wheeler,1,1,1,1
733c11a6,Yasti Bahri,1530293593,Tamil Nadu,Anantapur,Small Trader,4,Individual,29625.94,Seasonal,63,611.27,18,0.74,0.93,72.17,7,499,2637.76,0.74,2,0,0.52,26,0,0.33,7,67,15890.96,4,Rented,4,None,0,0,0,1
91f8848d,Triveni Nair,9793114274,Maharashtra,South Dumdum,Street Vendor,4,Partnership,46479.44,Seasonal,22,833.84,6,0.98,1.4,85.88,8,299,14572.87,0.94,1,50,0.58,44,0,0.59,7,59,37150.08,4,Rented,1,None,1,1,0,1
b6ac636b,Harish Taneja,2802454519,West Bengal,Srinagar,Small Trader,3,Partnership,14326.06,Seasonal,10,274.13,3,0.63,1.29,36.42,3,699,2118.64,0.58,5,30,0.55,6,1,0.53,7,57,9217.41,3,Family,5,Two-Wheeler,1,2,0,0
cea7da30,Waida Sehgal,2849100551,Uttar Pradesh,Alappuzha,Construction Worker,2,Proprietorship,49632.69,Seasonal,49,856.39,14,0.82,0.82,99.78,9,199,2074.61,0.72,0,0,0.36,57,0,0.76,3,31,26114.01,2,Rented,3,Two-Wheeler,0,0,0,1
672fd719,Arya Char,+918330316727,Tamil Nadu,Sasaram,Street Vendor,4,Proprietorship,38761.42,Irregular,53,2643.27,15,1.0,1.29,80.93,8,699,13398.68,1.0,2,0,0.82,24,0,0.0,1,37,23746.45,4,Rented,7,None,0,0,1,1
855850cc,Nandini Chokshi,+915211490267,Tamil Nadu,Jabalpur,Street Vendor,3,Individual,33988.7,Stable,42,2654.36,12,0.59,1.42,94.65,9,699,6379.35,0.56,3,0,0.32,31,0,0.19,4,38,15847.28,3,Family,3,Two-Wheeler,0,0,0,1
a0aa0005,Mahika Kala,+910506164881,Tamil Nadu,Amaravati,Construction Worker,1,Partnership,25322.59,Irregular,38,927.76,11,0.54,1.45,93.86,9,199,2192.81,0.45,1,100,0.35,51,0,0.31,0,7,18336.63,1,Own House,2,None,1,2,2,1
71917adf,Rajeshri Nagy,09617930019,Rajasthan,Fatehpur,Construction Worker,4,Proprietorship,37053.26,Stable,32,2571.63,9,0.69,1.27,98.99,9,199,14172.32,0.62,1,50,0.87,44,0,-0.18,11,25,26891.58,4,Own House,3,Two-Wheeler,1,2,0,1
129348f7,Shravya Bora,+917258977997,Maharashtra,Hosur,Farmer,1,Individual,35466.81,Seasonal,75,1500.75,22,0.66,1.22,95.61,9,499,10751.02,0.57,1,100,0.51,41,0,0.15,0,13,21768.45,1,Own House,5,None,1,2,0,1
10fbcc6a,Balveer Bandi,07261626990,Tamil Nadu,Bahraich,Artisan,3,Individual,17381.31,Stable,55,1292.26,16,0.81,1.02,72.54,7,499,11888.19,0.83,1,0,0.31,52,0,0.21,2,46,12279.86,3,Family,7,None,0,0,1,1
c3075399,Ishanvi Manda,03592005841,Uttar Pradesh,Vijayanagaram,Artisan,8,Partnership,38856.48,Seasonal,26,1740.09,7,0.68,1.1,79.57,7,699,14113.07,0.74,2,0,0.74,29,0,-0.07,6,109,29019.83,8,Rented,11,None,0,0,0,1
292cd6c4,Lila Varghese,06728411416,Rajasthan,Davanagere,Food Stall Owner,5,Proprietorship,40446.99,Irregular,56,1905.18,16,0.8,0.82,96.69,9,699,6327.25,0.72,1,0,0.67,27,1,0.64,1,66,24285.79,5,Rented,7,None,0,0,0,1
5a666508,Udant Sidhu,00129786166,Uttar Pradesh,Lucknow,Artisan,4,Partnership,40301.36,Stable,51,2552.15,15,0.84,1.17,100.0,10,199,7672.67,0.87,0,100,0.6,43,0,0.73,3,55,22072.74,4,Family,12,None,1,1,1,1
7c07a9e0,Jairaj Brar,+913953286452,Tamil Nadu,Kumbakonam,Food Stall Owner,6,Proprietorship,32625.19,Stable,52,1259.3,15,0.97,1.15,87.3,8,299,1795.77,0.96,0,0,0.55,39,1,0.56,4,49,15156.58,6,Own House,10,None,0,0,1,1
7afae5eb,Amaira Samra,1702816316,Maharashtra,Dindigul,Construction Worker,5,Individual,41666.74,Seasonal,42,1793.1,12,0.86,0.87,100.0,10,199,9343.84,0.79,0,100,0.44,37,1,0.78,7,35,18321.74,5,Rented,13,None,1,1,2,1
52236739,Vrinda Sankar,+915406593614,Rajasthan,Farrukhabad,Tailor,6,Partnership,47473.35,Stable,45,535.2,13,0.49,1.04,87.25,8,499,3478.61,0.45,0,50,0.64,45,0,-0.1,16,42,23259.98,6,Own House,10,Two-Wheeler,0,0,1,1
6abad3a4,Gautam Wable,02685053551,Tamil Nadu,Kavali,Construction Worker,5,Proprietorship,32943.37,Stable,65,1233.72,19,0.78,1.41,96.71,9,199,2219.3,0.81,0,30,0.57,37,0,0.73,2,54,22794.97,5,Rented,8,None,1,3,1,1
30cffc28,Ansh Mander,9530442303,Uttar Pradesh,Nangloi Jat,Small Trader,5,Partnership,43224.13,Stable,34,1648.1,10,0.7,1.41,82.01,8,299,3305.89,0.64,2,30,0.87,18,0,0.36,11,66,26842.42,5,Rented,6,None,1,2,0,1
ea0759a2,Akshay Ram,05023743394,West Bengal,Thane,Artisan,7,Individual,15503.77,Stable,34,790.18,10,0.87,1.1,97.75,9,499,7638.43,0.78,0,100,0.83,20,0,0.06,0,133,9308.71,7,Own House,14,Two-Wheeler,0,0,0,1
0fb8ae68,Dhruv Mane,01826028324,Uttar Pradesh,Munger,Small Trader,3,Partnership,16822.53,Seasonal,28,1088.91,8,0.79,1.27,88.43,8,199,8284.53,0.75,2,0,0.35,29,0,0.31,8,55,7782.3,3,Rented,3,Auto,1,4,1,1
727fbd00,Robert Bala,4246762274,Rajasthan,Thane,Tailor,6,Individual,46482.95,Stable,47,2161.06,14,0.87,1.18,100.0,10,199,14462.58,0.88,0,30,0.34,51,1,0.18,7,42,20498.91,6,Own House,8,None,1,2,1,1
6213ab1c,Veda Halder,+910326075163,Uttar Pradesh,Vijayawada,Tailor,5,Proprietorship,45117.9,Stable,66,1951.55,19,0.78,1.02,83.03,8,299,12639.83,0.78,2,0,0.4,15,0,0.59,14,26,30662.62,5,Rented,2,None,1,3,1,1
3e0ddb19,Avi Karan,4385547962,West Bengal,Udupi,Transport Worker,5,Partnership,38268.0,Seasonal,36,1950.1,10,0.77,1.17,85.02,8,499,9872.75,0.81,1,30,0.8,26,0,-0.19,4,25,16776.8,5,Rented,7,None,1,2,1,1
5d20cddc,Chakradhar Baral,4754593158,Uttar Pradesh,Dindigul,Construction Worker,1,Proprietorship,45802.77,Seasonal,51,1310.83,15,1.0,0.84,100.0,10,699,14917.95,0.92,0,100,0.41,59,0,0.49,0,13,20092.33,1,Family,8,Two-Wheeler,1,4,1,1
365c2440,Champak Dhillon,+919751802945,Maharashtra,Loni,Tailor,3,Partnership,19137.78,Stable,64,1051.27,19,0.73,1.38,83.21,8,699,14574.62,0.83,0,100,0.51,48,0,0.43,1,21,14836.1,3,Own House,10,None,1,4,1,1
0bdd953a,Krishna Dewan,09135266172,Maharashtra,Karaikudi,Construction Worker,7,Proprietorship,16940.15,Stable,77,2836.35,23,1.0,1.34,93.98,9,499,13716.86,0.96,1,0,0.4,64,0,0.25,4,107,12720.77,7,Own House,9,None,1,2,1,1
71ceea24,Frado Andra,+914995663075,Uttar Pradesh,Dindigul,Food Stall Owner,1,Partnership,43554.93,Stable,59,2506.41,17,0.71,0.98,88.13,8,199,3338.78,0.65,1,0,0.69,19,0,0.68,1,13,33433.43,1,Rented,2,None,1,3,1,1
be3bdeeb,Kashvi Mittal,8561238427,Rajasthan,Etawah,Artisan,1,Partnership,20773.73,Seasonal,19,416.3,5,0.56,0.85,44.29,4,499,716.96,0.58,4,100,0.58,11,0,0.08,1,11,13160.19,1,Rented,4,Two-Wheeler,0,0,0,0
82d1e246,Anamika Nadkarni,07260507946,West Bengal,Gaya,Street Vendor,4,Individual,42905.34,Irregular,30,874.79,9,0.91,1.04,80.78,8,499,11080.51,1.0,2,0,0.87,16,0,-0.05,7,50,27656.0,4,Own House,6,Two-Wheeler,1,3,2,1
eedd9728,Daksha Gupta,1164999244,West Bengal,Katni,Domestic Worker,7,Proprietorship,40982.18,Stable,51,2219.71,15,0.98,1.27,96.87,9,699,8338.23,0.91,0,30,0.9,38,0,0.17,9,110,30920.17,7,Rented,11,Goods Vehicle,0,0,1,1
7535e65d,Jalsa Samra,1648089256,West Bengal,Saharanpur,Street Vendor,4,Proprietorship,40211.3,Stable,24,1823.59,7,0.56,1.42,80.45,8,699,9545.51,0.49,1,0,0.87,35,0,-0.12,11,41,29671.26,4,Rented,1,None,0,0,1,1
faf625da,Arunima Bhatia,+917521650414,West Bengal,Naihati,Food Stall Owner,5,Partnership,41478.87,Seasonal,52,933.49,15,0.65,0.81,90.43,9,499,10519.6,0.63,2,50,0.34,26,0,0.25,3,67,27368.47,5,Own House,6,None,0,0,1,1
c325cf83,Banjeet Devi,5695791978,West Bengal,Coimbatore,Transport Worker,9,Individual,34756.05,Seasonal,65,1446.93,19,0.91,0.81,87.11,8,199,9505.77,0.84,0,50,0.81,41,0,-0.11,21,52,25612.62,9,Own House,11,None,1,3,0,1
56d0663d,Karan Yohannan,3378792249,Uttar Pradesh,Chandrapur,Street Vendor,6,Proprietorship,20422.96,Seasonal,46,2833.19,13,0.98,0.98,96.07,9,699,1070.36,0.91,1,50,0.35,32,0,-0.14,6,94,12701.5,6,Rented,2,Two-Wheeler,0,0,0,1
25e76be3,Oeshi Mutti,0991385061,West Bengal,Sasaram,Domestic Worker,4,Individual,29643.63,Stable,76,1394.53,22,1.0,1.32,100.0,10,699,3260.41,0.95,3,0,0.33,19,0,0.5,3,64,16747.5,4,Own House,6,Two-Wheeler,0,0,0,1
4036ec61,Kevin Kanda,+914695532701,Rajasthan,Hubli–Dharwad,Transport Worker,1,Partnership,21163.36,Stable,16,483.61,4,0.46,1.47,67.3,6,199,296.62,0.46,4,30,0.84,9,1,0.21,0,17,9940.68,1,Own House,2,None,0,0,0,0
b5d6aa0d,Chakradhar Mitter,09097969341,Uttar Pradesh,Nellore,Transport Worker,4,Proprietorship,24776.88,Seasonal,16,1423.48,4,0.52,0.97,97.86,9,699,11122.8,0.58,0,30,0.35,32,0,0.06,1,26,11883.1,4,Rented,3,None,1,3,5,1
f6c1a665,Tarak Varughese,+910606829134,Rajasthan,Morbi,Street Vendor,6,Individual,33687.5,Stable,42,1989.87,12,0.63,1.25,100.0,10,699,8114.29,0.56,0,0,0.43,49,0,0.12,4,80,14933.35,6,Own House,7,Two-Wheeler,0,0,1,1
34055aca,Aishani Keer,+916573235335,West Bengal,Bhilwara,Construction Worker,4,Proprietorship,30606.03,Stable,60,934.91,18,0.94,1.37,100.0,10,199,1989.75,0.91,0,50,0.66,9,0,0.69,4,56,19955.36,4,Family,6,Two-Wheeler,0,0,1,1
394ced72,Owen Doctor,09317337137,Uttar Pradesh,Visakhapatnam,Food Stall Owner,4,Partnership,22959.76,Stable,48,928.31,14,0.96,1.4,100.0,10,299,10009.73,1.0,0,100,0.82,8,0,0.58,11,34,14482.64,4,Own House,8,None,1,2,0,1
bf4b2eb0,Balhaar Tak,5236890732,Tamil Nadu,Bhilai,Artisan,4,Partnership,21305.55,Irregular,64,563.37,19,0.63,0.9,78.9,7,699,1780.37,0.64,2,100,0.81,43,0,0.2,2,68,11443.97,4,Family,5,None,1,3,0,1
dae379c5,Hema Gara,+917160867211,West Bengal,Moradabad,Transport Worker,8,Individual,27790.8,Seasonal,16,2840.37,4,0.82,0.86,86.02,8,299,13477.96,0.88,0,0,0.74,48,0,-0.1,17,121,20353.12,8,Rented,6,None,0,0,1,1
e057a86d,Yamini Mitra,09573283884,Rajasthan,Jehanabad,Small Trader,1,Proprietorship,23453.63,Seasonal,7,733.86,2,0.55,1.28,70.91,7,699,1683.36,0.45,3,30,0.64,7,0,0.05,2,6,15844.86,1,Rented,4,Two-Wheeler,0,0,0,0
26ec4d14,Jatin Badal,9834184784,Uttar Pradesh,Bidhannagar,Daily Wage Worker,3,Proprietorship,15501.03,Seasonal,57,2344.67,17,0.88,1.39,97.16,9,299,2999.9,0.8,1,0,0.73,50,0,0.08,6,16,8098.59,3,Rented,11,None,1,3,1,1
dd34188e,Yatan Khurana,06100002060,West Bengal,Tirunelveli,Artisan,4,Partnership,9638.02,Seasonal,5,203.18,1,0.1,1.2,45.02,4,699,2659.69,0.03,5,0,0.82,7,2,0.2,4,30,5332.01,4,Rented,4,None,0,0,0,0
c8d963d1,Yauvani Bhavsar,07784356915,West Bengal,Purnia,Construction Worker,8,Individual,16142.6,Stable,37,2776.69,11,0.84,1.35,78.8,7,499,5771.42,0.78,0,50,0.36,31,0,0.18,11,118,12594.66,8,Rented,11,None,0,0,0,1
5f24678d,Keya Prashad,1391463763,Maharashtra,Kadapa,Small Trader,7,Partnership,47867.37,Irregular,63,1504.83,18,0.7,0.88,100.0,10,299,13231.48,0.66,0,0,0.48,14,0,0.03,0,36,38058.82,7,Rented,11,None,1,1,0,1
c843ebdd,Nirja Nayar,+913169169758,Rajasthan,Ulhasnagar,Food Stall Owner,5,Proprietorship,35294.2,Stable,52,833.67,15,0.66,1.27,80.59,8,199,1650.07,0.74,0,0,0.42,23,2,0.41,1,54,24188.13,5,Own House,9,None,1,4,0,1
7a8cc0ec,Shaurya Karan,5794237349,Rajasthan,Karimnagar,Daily Wage Worker,5,Proprietorship,44868.85,Stable,38,2785.85,11,0.87,0.93,87.38,8,299,5489.28,0.85,0,100,0.41,16,0,0.19,7,51,23703.53,5,Family,7,None,0,0,1,1
fd9825f6,Zayyan Toor,+911384397205,West Bengal,Bidhannagar,Tailor,2,Individual,18785.43,Irregular,44,2605.27,13,0.57,0.86,100.0,10,499,3684.31,0.63,3,30,0.46,41,0,0.63,4,33,8409.16,2,Family,2,None,1,2,2,1
90a603c3,Siddharth Kurian,06997060770,Maharashtra,Kollam,Small Trader,7,Proprietorship,34825.53,Seasonal,25,1679.39,7,1.0,1.08,89.68,8,299,2228.82,1.0,1,0,0.38,30,1,0.28,16,62,20627.66,7,Rented,8,None,1,4,1,1
57eddc8e,Fiyaz Loyal,05493237147,Tamil Nadu,Jalgaon,Street Vendor,3,Individual,23112.43,Stable,54,694.1,16,0.76,1.09,85.25,8,499,8302.39,0.78,2,100,0.58,38,0,0.21,6,32,13769.24,3,Own House,1,None,1,4,1,1
f18a03ba,Tanvi Mishra,7665313794,Tamil Nadu,Bhavnagar,Farmer,2,Individual,43200.01,Stable,28,711.72,8,0.7,1.07,74.81,7,199,12772.72,0.66,0,30,0.31,20,0,0.48,0,22,27677.07,2,Own House,5,Two-Wheeler,1,2,0,1
98dcf9e6,Pavani Wali,0965455008,Uttar Pradesh,Ghaziabad,Domestic Worker,4,Individual,34543.46,Irregular,42,2612.38,12,0.91,0.99,80.0,8,199,14138.55,0.82,3,0,0.67,31,0,0.33,1,46,27627.93,4,Own House,4,None,1,2,0,1
c74612df,Amara Raghavan,+913270914923,Tamil Nadu,Aurangabad,Tailor,4,Partnership,46661.18,Irregular,50,1351.67,15,0.92,1.21,87.66,8,299,8421.62,0.91,0,50,0.72,26,0,0.68,5,42,23352.21,4,Own House,8,Two-Wheeler,0,0,0,1
4a4168d9,Lakshit Madan,6436309321,Uttar Pradesh,Arrah,Small Trader,6,Proprietorship,39838.5,Stable,49,1204.56,14,0.72,1.1,89.02,8,199,9482.56,0.82,0,50,0.53,35,0,0.69,16,60,25736.78,6,Rented,8,None,0,0,0,1
2755653e,Vaishnavi Joshi,2492419829,Tamil Nadu,Amaravati,Construction Worker,5,Partnership,26872.12,Stable,43,1306.71,12,0.95,0.81,93.99,9,199,9528.74,1.0,0,0,0.66,2,1,0.54,8,30,12000.5,5,Own House,2,None,1,3,1,1
8ae995aa,Abha Rama,3360406966,Rajasthan,Ambala,Farmer,8,Partnership,35100.07,Irregular,40,2168.03,12,0.87,1.14,93.69,9,699,5394.26,0.9,2,50,0.59,21,0,0.64,8,143,19751.58,8,Family,8,None,0,0,1,1
fdeaeadc,Ekiya Bhatt,01733984833,Uttar Pradesh,Pimpri-Chinchwad,Transport Worker,4,Partnership,19775.39,Seasonal,32,1570.5,9,1.0,0.86,99.76,9,199,14877.58,1.0,2,0,0.49,55,0,0.03,4,24,12016.0,4,Own House,5,None,1,3,1,1
